UKPRN,HE Provider,Country of HE provider,Region of HE provider,Mode of employment,Atypical marker,Academic marker,Contract marker,Academic Year,Activity standard occupational classification,Number
10007783,The University of Aberdeen,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2015/16,Clerical and manual occupations  ,0
10007783,The University of Aberdeen,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2015/16,Total academic atypical staff,280
10007783,The University of Aberdeen,Scotland,Scotland,All,Non-atypical,Academic,Academic,2016/17,"Managers, directors and senior officials",0
10007783,The University of Aberdeen,Scotland,Scotland,All,Non-atypical,Academic,Academic,2016/17,Professional occupations,1450
10007783,The University of Aberdeen,Scotland,Scotland,All,Non-atypical,Academic,Academic,2016/17,Associate professional and technical occupations,5
10007783,The University of Aberdeen,Scotland,Scotland,All,Non-atypical,Academic,Academic,2016/17,Clerical and manual occupations,0
10007783,The University of Aberdeen,Scotland,Scotland,All,Non-atypical,Academic,Academic,2016/17,Total academic staff,1460
10007783,The University of Aberdeen,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2016/17,"Managers, directors and senior officials ",55
10007783,The University of Aberdeen,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2016/17,Professional occupations ,320
10007783,The University of Aberdeen,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2016/17,Associate professional and technical occupations ,440
10007783,The University of Aberdeen,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2016/17,Administrative and secretarial occupations,630
10007783,The University of Aberdeen,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2016/17,Skilled trades occupations,70
10007783,The University of Aberdeen,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2016/17,"Caring, leisure and other service occupations",70
10007783,The University of Aberdeen,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2016/17,Sales and customer service occupations,5
10007783,The University of Aberdeen,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2016/17,"Process, plant and machine operatives",25
10007783,The University of Aberdeen,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2016/17,Elementary occupations,275
10007783,The University of Aberdeen,Scotland,Scotland,All,Non-atypical,Non-academic,Non-academic,2016/17,Total non-academic staff,1885
10007783,The University of Aberdeen,Scotland,Scotland,All,Non-atypical,Academic,All (excluding atypical),2016/17,"Managers, directors and senior officials",0
10007783,The University of Aberdeen,Scotland,Scotland,All,Non-atypical,Academic,All (excluding atypical),2016/17,Professional occupations,1450
10007783,The University of Aberdeen,Scotland,Scotland,All,Non-atypical,Academic,All (excluding atypical),2016/17,Associate professional and technical occupations,5
10007783,The University of Aberdeen,Scotland,Scotland,All,Non-atypical,Academic,All (excluding atypical),2016/17,Clerical and manual occupations,0
10007783,The University of Aberdeen,Scotland,Scotland,All,Non-atypical,Academic,All (excluding atypical),2016/17,Total academic staff,1460
10007783,The University of Aberdeen,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2016/17,"Managers, directors and senior officials ",55
10007783,The University of Aberdeen,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2016/17,Professional occupations ,320
10007783,The University of Aberdeen,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2016/17,Associate professional and technical occupations ,440
10007783,The University of Aberdeen,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2016/17,Administrative and secretarial occupations,630
10007783,The University of Aberdeen,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2016/17,Skilled trades occupations,70
10007783,The University of Aberdeen,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2016/17,"Caring, leisure and other service occupations",70
10007783,The University of Aberdeen,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2016/17,Sales and customer service occupations,5
10007783,The University of Aberdeen,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2016/17,"Process, plant and machine operatives",25
10007783,The University of Aberdeen,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2016/17,Elementary occupations,275
10007783,The University of Aberdeen,Scotland,Scotland,All,Non-atypical,Non-academic,All (excluding atypical),2016/17,Total non-academic staff,1885
10007783,The University of Aberdeen,Scotland,Scotland,All,Non-atypical,All,All (excluding atypical),2016/17,Total,3345
10007783,The University of Aberdeen,Scotland,Scotland,All,Academic atypical,Academic,Academic,2016/17,"Managers, directors and senior officials  ",0
10007783,The University of Aberdeen,Scotland,Scotland,All,Academic atypical,Academic,Academic,2016/17,Professional occupations  ,360
10007783,The University of Aberdeen,Scotland,Scotland,All,Academic atypical,Academic,Academic,2016/17,Associate professional and technical occupations  ,0
10007783,The University of Aberdeen,Scotland,Scotland,All,Academic atypical,Academic,Academic,2016/17,Clerical and manual occupations  ,0
10007783,The University of Aberdeen,Scotland,Scotland,All,Academic atypical,Academic,Academic,2016/17,Total academic atypical staff,360
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2016/17,"Managers, directors and senior officials",0
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2016/17,Professional occupations,1080
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2016/17,Associate professional and technical occupations,5
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2016/17,Clerical and manual occupations,0
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2016/17,Total academic staff,1085
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,"Managers, directors and senior officials ",45
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,Professional occupations ,235
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,Associate professional and technical occupations ,320
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,Administrative and secretarial occupations,310
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,Skilled trades occupations,65
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,"Caring, leisure and other service occupations",20
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,Sales and customer service occupations,5
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,"Process, plant and machine operatives",20
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,Elementary occupations,90
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,Total non-academic staff,1110
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2016/17,"Managers, directors and senior officials",0
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2016/17,Professional occupations,1080
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2016/17,Associate professional and technical occupations,5
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2016/17,Clerical and manual occupations,0
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Non-atypical,Academic,All (excluding atypical),2016/17,Total academic staff,1085
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2016/17,"Managers, directors and senior officials ",45
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2016/17,Professional occupations ,235
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2016/17,Associate professional and technical occupations ,320
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2016/17,Administrative and secretarial occupations,310
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2016/17,Skilled trades occupations,65
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2016/17,"Caring, leisure and other service occupations",20
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2016/17,Sales and customer service occupations,5
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2016/17,"Process, plant and machine operatives",20
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2016/17,Elementary occupations,90
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Non-atypical,Non-academic,All (excluding atypical),2016/17,Total non-academic staff,1110
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Non-atypical,All,All (excluding atypical),2016/17,Total,2190
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2016/17,"Managers, directors and senior officials  ",0
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2016/17,Professional occupations  ,0
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2016/17,Associate professional and technical occupations  ,0
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2016/17,Clerical and manual occupations  ,0
10007783,The University of Aberdeen,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2016/17,Total academic atypical staff,0
10007783,The University of Aberdeen,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2016/17,"Managers, directors and senior officials",0
10007783,The University of Aberdeen,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2016/17,Professional occupations,370
10007783,The University of Aberdeen,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2016/17,Associate professional and technical occupations,5
10007783,The University of Aberdeen,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2016/17,Clerical and manual occupations,0
10007783,The University of Aberdeen,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2016/17,Total academic staff,375
10007783,The University of Aberdeen,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2016/17,"Managers, directors and senior officials ",5
10007783,The University of Aberdeen,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2016/17,Professional occupations ,85
10007783,The University of Aberdeen,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2016/17,Associate professional and technical occupations ,120
10007783,The University of Aberdeen,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2016/17,Administrative and secretarial occupations,325
